HS Code	Commodity	Value	Date	Growth
35	ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.	3.84	01-08-2019	10.77
36	EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.	1.95	01-08-2019	-16.54
37	PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.	0.26	01-08-2019	215.21
38	MISCELLANEOUS CHEMICAL PRODUCTS.	32.67	01-08-2019	-10.73
39	PLASTIC AND ARTICLES THEREOF.	34.07	01-08-2019	-14.33
40	RUBBER AND ARTICLES THEREOF.	22.83	01-08-2019	0.95
41	RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER	9.9	01-08-2019	-19.41
42	ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.	1.63	01-08-2019	100.59
43	FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.	0.06	01-08-2019	1,480.00
44	WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.	0.6	01-08-2019	69.3
45	CORK AND ARTICLES OF CORK.	0	01-08-2019	-82.67
46	MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.	0.01	01-08-2019	117.86
47	PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.		01-08-2019	
48	PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.	11.39	01-08-2019	-8.66
49	PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.	0.51	01-08-2019	-72.92
50	SILK	0.17	01-08-2019	-74.76
51	WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.	1.72	01-08-2019	44.18
52	COTTON.	63.4	01-08-2019	-43.07
53	OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.	1.06	01-08-2019	22.7
54	MAN-MADE FILAMENTS.	15.38	01-08-2019	5.94
55	MAN-MADE STAPLE FIBRES.	9.51	01-08-2019	-18.53
56	WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.	2.06	01-08-2019	-18.23
57	CARPETS AND OTHER TEXTILE FLOOR COVERINGS.	1.54	01-08-2019	96.93
58	SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.	1.35	01-08-2019	-18.08
59	IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.	0.8	01-08-2019	19.46
60	KNITTED OR CROCHETED FABRICS.	1.11	01-08-2019	70.58
61	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.	5.54	01-08-2019	54.99
62	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.	19.28	01-08-2019	85.74
63	OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	5.15	01-08-2019	9.88
64	FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.	4.12	01-08-2019	26.32
65	HEADGEAR AND PARTS THEREOF.	0.07	01-08-2019	37.5
66	UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.	0	01-08-2019	-80
67	PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.	0.84	01-08-2019	-10.8
68	ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.	13.89	01-08-2019	25.99
69	CERAMIC PRODUCTS.	9.11	01-08-2019	167.53
70	GLASS AND GLASSWARE.	2.65	01-08-2019	103.4
71	NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.	133.3	01-08-2019	-3.4
72	IRON AND STEEL	163.54	01-08-2019	20.5
73	ARTICLES OF IRON OR STEEL	28.15	01-08-2019	20.05
74	COPPER AND ARTICLES THEREOF.	3.88	01-08-2019	-18.73
75	NICKEL AND ARTICLES THEREOF.	0.23	01-08-2019	11.47
76	ALUMINIUM AND ARTICLES THEREOF.	113.54	01-08-2019	17.47
78	LEAD AND ARTICLES THEREOF.	8.01	01-08-2019	74.83
79	ZINC AND ARTICLES THEREOF.	6.29	01-08-2019	-67.09
80	TIN AND ARTICLES THEREOF.	0	01-08-2019	-95.83
81	OTHER BASE METALS; CERMETS; ARTICLES THEREOF.	0.21	01-08-2019	51.51
82	TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.	4.86	01-08-2019	30.12
83	MISCELLANEOUS ARTICLES OF BASE METAL.	3.89	01-08-2019	13.05
84	NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.	260.27	01-08-2019	59.24
85	ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.	92.88	01-08-2019	38.94
86	RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL	0.4	01-08-2019	-96.36
87	VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.	140.09	01-08-2019	11.75
88	AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.	13.52	01-08-2019	-47.07
89	SHIPS, BOATS AND FLOATING STRUCTURES.	358.92	01-08-2019	112.53
90	OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;	29.68	01-08-2019	5.43
91	CLOCKS AND WATCHES AND PARTS THEREOF.	0.68	01-08-2019	3.3
92	MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.	0.12	01-08-2019	7.03
93	ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.	0.22	01-08-2019	151.33
94	FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC	2.82	01-08-2019	21.75
95	TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.	0.81	01-08-2019	46.69
96	MISCELLANEOUS MANUFACTURED ARTICLES.	4.05	01-08-2019	-14.8
97	WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.	0.11	01-08-2019	-81.45
98	PROJECT GOODS; SOME SPECIAL USES.	0.61	01-08-2019	218.43
99	MISCELLANEOUS GOODS.	0	01-08-2019	-93.56
1	LIVE ANIMALS.		01-09-2019	
2	MEAT AND EDIBLE MEAT OFFAL.	170.67	01-09-2019	12.69
3	FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.	45.12	01-09-2019	-57.24
4	DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.	3.32	01-09-2019	33.71
5	PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.	5.07	01-09-2019	-14.06
6	LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.	0.8	01-09-2019	1.8
7	EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.	11.11	01-09-2019	3.6
8	EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.	5.37	01-09-2019	27.48
9	COFFEE, TEA, MATE AND SPICES.	35.78	01-09-2019	-46.69
10	CEREALS.	14.58	01-09-2019	-21.12
11	PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.	5.84	01-09-2019	73.46
12	OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.	35.49	01-09-2019	3.19
13	LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.	2.55	01-09-2019	13.22
14	VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.	0.12	01-09-2019	-24.91
15	ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.	5.84	01-09-2019	0.46
16	PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES	0	01-09-2019	-66.67
17	SUGARS AND SUGAR CONFECTIONERY.	2.02	01-09-2019	-17.89
18	COCOA AND COCOA PREPARATIONS.	3.81	01-09-2019	40.96
19	PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.	2.79	01-09-2019	100.04
20	PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.	1.72	01-09-2019	-22.89
21	MISCELLANEOUS EDIBLE PREPARATIONS.	4.76	01-09-2019	-51.09
22	BEVERAGES, SPIRITS AND VINEGAR.	3.75	01-09-2019	35.52
23	RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.	29.32	01-09-2019	32.29
24	TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.	10.54	01-09-2019	34.85
25	SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.	13.86	01-09-2019	30.24
26	ORES, SLAG AND ASH.	6.1	01-09-2019	848.83
27	MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.	383.77	01-09-2019	-44.84
28	INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.	16.41	01-09-2019	1.5
29	ORGANIC CHEMICALS	115.27	01-09-2019	-12.95
30	PHARMACEUTICAL PRODUCTS	68.28	01-09-2019	10.55
31	FERTILISERS.	1.85	01-09-2019	-11.06
32	TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.	35.09	01-09-2019	1.38
33	ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.	15.2	01-09-2019	10.42
34	SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.	5.47	01-09-2019	10.69
35	ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.	3.84	01-09-2019	10.77
36	EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.	1.95	01-09-2019	-16.54
37	PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.	0.26	01-09-2019	215.21
38	MISCELLANEOUS CHEMICAL PRODUCTS.	32.67	01-09-2019	-10.73
39	PLASTIC AND ARTICLES THEREOF.	34.07	01-09-2019	-14.33
40	RUBBER AND ARTICLES THEREOF.	22.83	01-09-2019	0.95
41	RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER	9.9	01-09-2019	-19.41
42	ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.	1.63	01-09-2019	100.59
43	FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.	0.06	01-09-2019	1,480.00
44	WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.	0.6	01-09-2019	69.3
45	CORK AND ARTICLES OF CORK.	0	01-09-2019	-82.67
46	MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.	0.01	01-09-2019	117.86
47	PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.		01-09-2019	
48	PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.	11.39	01-09-2019	-8.66
49	PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.	0.51	01-09-2019	-72.92
50	SILK	0.17	01-09-2019	-74.76
51	WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.	1.72	01-09-2019	44.18
52	COTTON.	63.4	01-09-2019	-43.07
53	OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.	1.06	01-09-2019	22.7
54	MAN-MADE FILAMENTS.	15.38	01-09-2019	5.94
55	MAN-MADE STAPLE FIBRES.	9.51	01-09-2019	-18.53
56	WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.	2.06	01-09-2019	-18.23
57	CARPETS AND OTHER TEXTILE FLOOR COVERINGS.	1.54	01-09-2019	96.93
58	SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.	1.35	01-09-2019	-18.08
59	IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.	0.8	01-09-2019	19.46
60	KNITTED OR CROCHETED FABRICS.	1.11	01-09-2019	70.58
61	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.	5.54	01-09-2019	54.99
62	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.	19.28	01-09-2019	85.74
63	OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	5.15	01-09-2019	9.88
64	FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.	4.12	01-09-2019	26.32
65	HEADGEAR AND PARTS THEREOF.	0.07	01-09-2019	37.5
66	UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.	0	01-09-2019	-80
67	PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.	0.84	01-09-2019	-10.8
68	ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.	13.89	01-09-2019	25.99
69	CERAMIC PRODUCTS.	9.11	01-09-2019	167.53
70	GLASS AND GLASSWARE.	2.65	01-09-2019	103.4
71	NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.	133.3	01-09-2019	-3.4
72	IRON AND STEEL	163.54	01-09-2019	20.5
73	ARTICLES OF IRON OR STEEL	28.15	01-09-2019	20.05
74	COPPER AND ARTICLES THEREOF.	3.88	01-09-2019	-18.73
75	NICKEL AND ARTICLES THEREOF.	0.23	01-09-2019	11.47
76	ALUMINIUM AND ARTICLES THEREOF.	113.54	01-09-2019	17.47
78	LEAD AND ARTICLES THEREOF.	8.01	01-09-2019	74.83
79	ZINC AND ARTICLES THEREOF.	6.29	01-09-2019	-67.09
80	TIN AND ARTICLES THEREOF.	0	01-09-2019	-95.83
81	OTHER BASE METALS; CERMETS; ARTICLES THEREOF.	0.21	01-09-2019	51.51
82	TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.	4.86	01-09-2019	30.12
83	MISCELLANEOUS ARTICLES OF BASE METAL.	3.89	01-09-2019	13.05
84	NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.	260.27	01-09-2019	59.24
85	ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.	92.88	01-09-2019	38.94
86	RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL	0.4	01-09-2019	-96.36
87	VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.	140.09	01-09-2019	11.75
88	AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.	13.52	01-09-2019	-47.07
89	SHIPS, BOATS AND FLOATING STRUCTURES.	358.92	01-09-2019	112.53
90	OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;	29.68	01-09-2019	5.43
91	CLOCKS AND WATCHES AND PARTS THEREOF.	0.68	01-09-2019	3.3
92	MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.	0.12	01-09-2019	7.03
93	ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.	0.22	01-09-2019	151.33
94	FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC	2.82	01-09-2019	21.75
95	TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.	0.81	01-09-2019	46.69
96	MISCELLANEOUS MANUFACTURED ARTICLES.	4.05	01-09-2019	-14.8
97	WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.	0.11	01-09-2019	-81.45
98	PROJECT GOODS; SOME SPECIAL USES.	0.61	01-09-2019	218.43
99	MISCELLANEOUS GOODS.	0	01-09-2019	-93.56
1	LIVE ANIMALS.		01-10-2019	
2	MEAT AND EDIBLE MEAT OFFAL.	170.67	01-10-2019	12.69
3	FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.	45.12	01-10-2019	-57.24
4	DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.	3.32	01-10-2019	33.71
5	PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.	5.07	01-10-2019	-14.06
6	LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.	0.8	01-10-2019	1.8
7	EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.	11.11	01-10-2019	3.6
8	EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.	5.37	01-10-2019	27.48
9	COFFEE, TEA, MATE AND SPICES.	35.78	01-10-2019	-46.69
10	CEREALS.	14.58	01-10-2019	-21.12
11	PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.	5.84	01-10-2019	73.46
12	OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.	35.49	01-10-2019	3.19
13	LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.	2.55	01-10-2019	13.22
14	VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.	0.12	01-10-2019	-24.91
15	ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.	5.84	01-10-2019	0.46
16	PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES	0	01-10-2019	-66.67
17	SUGARS AND SUGAR CONFECTIONERY.	2.02	01-10-2019	-17.89
18	COCOA AND COCOA PREPARATIONS.	3.81	01-10-2019	40.96
19	PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.	2.79	01-10-2019	100.04
20	PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.	1.72	01-10-2019	-22.89
21	MISCELLANEOUS EDIBLE PREPARATIONS.	4.76	01-10-2019	-51.09
22	BEVERAGES, SPIRITS AND VINEGAR.	3.75	01-10-2019	35.52
23	RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.	29.32	01-10-2019	32.29
24	TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.	10.54	01-10-2019	34.85
25	SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.	13.86	01-10-2019	30.24
26	ORES, SLAG AND ASH.	6.1	01-10-2019	848.83
27	MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.	383.77	01-10-2019	-44.84
28	INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.	16.41	01-10-2019	1.5
29	ORGANIC CHEMICALS	115.27	01-10-2019	-12.95
30	PHARMACEUTICAL PRODUCTS	68.28	01-10-2019	10.55
31	FERTILISERS.	1.85	01-10-2019	-11.06
32	TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.	35.09	01-10-2019	1.38
33	ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.	15.2	01-10-2019	10.42
34	SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.	5.47	01-10-2019	10.69
35	ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.	3.84	01-10-2019	10.77
36	EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.	1.95	01-10-2019	-16.54
37	PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.	0.26	01-10-2019	215.21
38	MISCELLANEOUS CHEMICAL PRODUCTS.	32.67	01-10-2019	-10.73
39	PLASTIC AND ARTICLES THEREOF.	34.07	01-10-2019	-14.33
40	RUBBER AND ARTICLES THEREOF.	22.83	01-10-2019	0.95
41	RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER	9.9	01-10-2019	-19.41
42	ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.	1.63	01-10-2019	100.59
43	FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.	0.06	01-10-2019	1,480.00
44	WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.	0.6	01-10-2019	69.3
45	CORK AND ARTICLES OF CORK.	0	01-10-2019	-82.67
46	MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.	0.01	01-10-2019	117.86
47	PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.		01-10-2019	
48	PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.	11.39	01-10-2019	-8.66
49	PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.	0.51	01-10-2019	-72.92
50	SILK	0.17	01-10-2019	-74.76
51	WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.	1.72	01-10-2019	44.18
52	COTTON.	63.4	01-10-2019	-43.07
53	OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.	1.06	01-10-2019	22.7
54	MAN-MADE FILAMENTS.	15.38	01-10-2019	5.94
55	MAN-MADE STAPLE FIBRES.	9.51	01-10-2019	-18.53
56	WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.	2.06	01-10-2019	-18.23
57	CARPETS AND OTHER TEXTILE FLOOR COVERINGS.	1.54	01-10-2019	96.93
58	SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.	1.35	01-10-2019	-18.08
59	IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.	0.8	01-10-2019	19.46
60	KNITTED OR CROCHETED FABRICS.	1.11	01-10-2019	70.58
61	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.	5.54	01-10-2019	54.99
62	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.	19.28	01-10-2019	85.74
63	OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	5.15	01-10-2019	9.88
64	FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.	4.12	01-10-2019	26.32
65	HEADGEAR AND PARTS THEREOF.	0.07	01-10-2019	37.5
66	UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.	0	01-10-2019	-80
67	PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.	0.84	01-10-2019	-10.8
68	ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.	13.89	01-10-2019	25.99
